xrsa_flux,xrsb_flux,status,flare_class
1.296857e-08,2.5218563e-07,EVENT_END,nan
3.101077e-09,7.106227e-08,POST_EVENT,nan
1e-09,2.420578e-08,EVENT_START,nan
2.3102213e-08,4.3543443e-07,EVENT_PEAK,B4.3
1e-09,2.0724264e-07,EVENT_END,nan
1e-09,2.2404759e-08,POST_EVENT,nan
1e-09,7.632414e-08,EVENT_START,nan
1e-09,2.4227077e-07,EVENT_PEAK,B2.4
1e-09,1.4048936e-07,EVENT_END,nan
1e-09,7.379674e-08,POST_EVENT,nan
1e-09,3.6570626e-08,EVENT_START,nan
3.12327e-07,3.0726767e-06,EVENT_PEAK,C3.0
2.5384708e-08,8.6582065e-07,EVENT_END,nan
1e-09,6.307933e-08,EVENT_START,nan
1.3039994e-09,2.644715e-07,EVENT_PEAK,B2.6
1e-09,1.3870844e-07,EVENT_END,nan
1e-09,6.604497e-08,POST_EVENT,nan
1e-09,2.3189777e-08,EVENT_START,nan
1.1304989e-08,2.4932416e-07,EVENT_PEAK,B2.4
1e-09,1.2426774e-07,EVENT_END,nan
2.9937128e-09,8.952431e-09,EVENT_START,nan
3.3259024e-08,4.75889e-07,EVENT_PEAK,B4.7
8.650308e-09,1.4707798e-07,EVENT_END,nan
3.3980143e-09,7.957333e-09,POST_EVENT,nan
1e-09,1.6515823e-08,EVENT_START,nan
1e-09,1.1311438e-07,EVENT_PEAK,B1.1
1e-09,5.1655693e-08,EVENT_END,nan
1e-09,1.2211411e-08,POST_EVENT,nan
2.007809e-09,1.0245863e-08,EVENT_START,nan
1e-09,1.2608349e-07,EVENT_PEAK,B1.2
1e-09,5.02213e-08,EVENT_END,nan
1e-09,6.4586385e-09,POST_EVENT,nan
2.0916158e-09,2.0860854e-08,EVENT_START,nan
1.266057e-08,2.429576e-07,EVENT_PEAK,B2.4
6.5225754e-09,1.1981574e-07,EVENT_END,nan
4.408904e-09,2.5678718e-08,POST_EVENT,nan
1e-09,2.2798769e-08,EVENT_START,nan
1e-09,1.1276344e-07,EVENT_PEAK,B1.1
1e-09,5.659661e-08,EVENT_END,nan
1e-09,3.3475256e-08,POST_EVENT,nan
1e-09,1.6473828e-09,EVENT_START,nan
1e-09,1.4329312e-07,EVENT_PEAK,B1.4
1e-09,1.121865e-07,EVENT_START,nan
1e-09,1.3974736e-07,EVENT_PEAK,B1.3
1e-09,1.0850647e-07,EVENT_END,nan
1e-09,9.8151595e-08,POST_EVENT,nan
8.339249e-09,3.0710712e-08,EVENT_START,nan
4.055871e-08,4.3160756e-07,EVENT_PEAK,B4.3
1.0370456e-08,1.7884332e-07,EVENT_END,nan
5.2716986e-09,3.27156e-08,POST_EVENT,nan
9.301071e-09,3.309592e-08,EVENT_START,nan
1.2266465e-08,1.4742565e-07,EVENT_PEAK,B1.4
6.2498264e-09,7.0289055e-08,EVENT_END,nan
6.687104e-09,3.3785593e-08,POST_EVENT,nan
6.1375367e-09,1.5236257e-08,EVENT_START,nan
1.59297e-08,2.601225e-07,EVENT_PEAK,B2.6
9.827485e-09,1.2316316e-07,EVENT_END,nan
7.2957134e-09,1.4704026e-08,POST_EVENT,nan
7.358385e-09,1.7802419e-08,EVENT_START,nan
1.7245267e-08,1.9224684e-07,EVENT_PEAK,B1.9
9.730268e-09,8.6615835e-08,EVENT_END,nan
7.850906e-09,3.7325684e-08,EVENT_START,nan
3.2570238e-08,4.569586e-07,EVENT_PEAK,B4.5
1.0822203e-08,1.8831436e-07,EVENT_END,nan
5.305715e-09,3.937748e-08,POST_EVENT,nan
1.8217587e-09,1.5424874e-08,EVENT_START,nan
9.605768e-09,1.3271652e-07,EVENT_PEAK,B1.3
1e-09,4.3872728e-08,EVENT_END,nan
4.067996e-09,1.3711515e-08,POST_EVENT,nan
3.903731e-09,1.7654912e-08,EVENT_START,nan
1.420741e-08,1.0413384e-07,EVENT_PEAK,B1.0
8.645956e-09,8.757109e-08,EVENT_START,nan
1.0024846e-08,1.461601e-07,EVENT_PEAK,B1.4
5.6227303e-09,1.149334e-07,EVENT_END,nan
6.793226e-09,8.645843e-08,POST_EVENT,nan
3.030697e-09,3.8543984e-08,,
9.981244e-09,1.2795869e-07,,
3.9287285e-09,7.607706e-08,,
3.533996e-09,4.068154e-08,,
1.642721e-08,1.6368851e-07,,
5.8854432e-09,8.337625e-08,,
3.4720884e-09,4.250307e-08,,
6.1175163e-09,1.1680066e-07,,
3.0699903e-09,7.259854e-08,,
8.601066e-09,6.8113806e-08,,
8.696613e-09,1.06127175e-07,,
2.5468738e-09,7.6988904e-08,,
4.1365924e-09,6.677508e-08,,
3.303492e-09,6.9271266e-08,,
8.438977e-09,1.5240023e-07,,
4.7396123e-09,1.0177149e-07,,
8.397023e-09,1.1849e-07,,
2.310748e-06,1.2018507e-05,,
1.0825837e-07,1.721956e-06,,
5.5930336e-09,1.2524515e-07,,
2.6198907e-09,7.345922e-08,,
2.4790438e-08,3.179228e-07,,
9.247995e-09,1.7585928e-07,,
4.6519015e-09,7.401415e-08,,
2.532596e-09,5.5127472e-08,,
3.6821927e-08,4.3073757e-07,,
1.0600146e-08,2.1504884e-07,,
3.3426022e-09,5.8621417e-08,,
2.1739195e-06,9.459018e-06,,
9.759601e-08,1.1770135e-06,,
7.510863e-09,1.2480086e-07,,
1.6034322e-08,2.6494897e-07,,
6.5413994e-09,1.8495761e-07,,
3.051707e-09,1.2644684e-07,,
3.0092353e-09,1.1964856e-07,,
1.4565562e-08,3.0554338e-07,,
5.9260796e-09,1.6484407e-07,,
1.9151476e-09,1.2695968e-07,,
4.7008806e-09,3.921966e-08,,
7.793638e-09,1.1490067e-07,,
4.4858806e-09,8.417176e-08,,
2.2402975e-08,2.669025e-07,,
8.5577385e-09,1.498794e-07,,
5.220393e-09,8.2149e-08,,
5.5484137e-09,6.9533456e-08,,
1.2175487e-08,1.3848756e-07,,
5.9647047e-09,9.890222e-08,,
5.5642264e-09,1.0152953e-07,,
1.15869554e-07,1.1051103e-06,,
4.684244e-08,5.1800635e-07,,
4.4554582e-09,1.0331582e-07,,
5.9790155e-09,3.2281314e-08,,
2.2534937e-08,2.4545005e-07,,
6.3163745e-09,1.0909499e-07,,
3.96033e-09,3.2021767e-08,,
2.9380571e-09,3.1050718e-08,,
8.215215e-08,8.839871e-07,,
2.0993982e-08,3.1977208e-07,,
4.058963e-09,3.0084234e-08,,
3.3946752e-09,3.033354e-08,EVENT_START,nan
5.5928173e-09,6.199429e-08,EVENT_START,nan
7.544147e-09,1.0983783e-07,EVENT_PEAK,B1.0
4.1950665e-09,8.159118e-08,EVENT_END,nan
3.4629901e-09,5.88492e-08,POST_EVENT,nan
3.6962904e-09,8.0997445e-08,EVENT_START,nan
1.5860584e-08,2.7625669e-07,EVENT_PEAK,B2.7
5.7940674e-09,1.6066352e-07,EVENT_END,nan
4.3708646e-09,8.3389594e-08,EVENT_START,nan
7.499924e-09,1.2064996e-07,EVENT_PEAK,B1.2
5.0858144e-09,8.8874096e-08,EVENT_END,nan
5.2113815e-09,8.312173e-08,POST_EVENT,nan
4.4950825e-09,7.1399306e-08,EVENT_START,nan
7.84384e-09,1.5026251e-07,EVENT_PEAK,B1.5
3.828326e-09,9.351185e-08,EVENT_END,nan
5.885432e-09,7.293286e-08,POST_EVENT,nan
3.7176822e-09,5.0956732e-08,EVENT_START,nan
1.0495139e-08,1.6160598e-07,EVENT_PEAK,B1.6
4.646926e-09,9.6992935e-08,EVENT_END,nan
5.1093947e-09,4.7884416e-08,POST_EVENT,nan
4.0571217e-09,5.2868263e-08,EVENT_START,nan
1.0436722e-08,1.4785331e-07,EVENT_PEAK,B1.4
4.118924e-09,7.401581e-08,EVENT_END,nan
3.837696e-09,5.924647e-08,POST_EVENT,nan
3.6882442e-09,5.746066e-08,EVENT_START,nan
4.21818e-08,6.583682e-07,EVENT_PEAK,B6.5
1.4227588e-08,3.0245693e-07,EVENT_END,nan
3.843259e-09,5.541794e-08,POST_EVENT,nan
5.1728657e-09,9.219846e-08,EVENT_START,nan
7.580763e-09,1.6116046e-07,EVENT_PEAK,B1.6
5.5425033e-09,1.2008475e-07,EVENT_END,nan
3.0162561e-09,9.3755474e-08,POST_EVENT,nan
4.2973114e-09,4.5388816e-08,EVENT_START,nan
5.869434e-09,1.0642323e-07,EVENT_PEAK,B1.0
3.321055e-09,6.7394566e-08,EVENT_END,nan
3.7855803e-09,4.529272e-08,POST_EVENT,nan
4.5322164e-09,6.581325e-08,EVENT_START,nan
1.2497274e-08,2.0031077e-07,EVENT_PEAK,B2.0
5.7882823e-09,1.18716265e-07,EVENT_END,nan
2.7718985e-09,6.689348e-08,POST_EVENT,nan
1.4806826e-09,6.779356e-08,EVENT_START,nan
1.4196838e-08,2.0065566e-07,EVENT_PEAK,B2.0
3.6611687e-09,1.1215522e-07,EVENT_END,nan
2.6350662e-09,6.8363555e-08,POST_EVENT,nan
3.5340673e-09,4.8134837e-08,EVENT_START,nan
2.7008102e-08,2.7252628e-07,EVENT_PEAK,B2.7
4.1545714e-09,9.0682704e-08,EVENT_END,nan
2.1253628e-09,5.8134525e-08,EVENT_START,nan
1.4835863e-08,2.15979e-07,EVENT_PEAK,B2.1
4.5551896e-09,1.1594591e-07,EVENT_END,nan
6.7602812e-09,9.2452716e-08,EVENT_START,nan
2.3326887e-08,3.0255626e-07,EVENT_PEAK,B3.0
6.184644e-09,1.5365703e-07,EVENT_END,nan
4.917521e-09,1.0589608e-07,POST_EVENT,nan
2.0718942e-09,5.1806456e-08,EVENT_START,nan
8.067194e-09,1.2827022e-07,EVENT_PEAK,B1.2
2.7874005e-09,8.598504e-08,EVENT_END,nan
3.2641672e-09,7.409076e-08,EVENT_START,nan
9.796481e-09,1.2987347e-07,EVENT_PEAK,B1.2
3.822323e-09,7.994863e-08,EVENT_END,nan
2.6380262e-09,7.154924e-08,POST_EVENT,nan
5.347964e-09,4.8022777e-08,EVENT_START,nan
1.7401739e-08,2.2590008e-07,EVENT_PEAK,B2.2
5.7121574e-09,1.17855954e-07,EVENT_END,nan
4.195439e-09,4.6660762e-08,POST_EVENT,nan
1.0039084e-08,1.2287838e-07,EVENT_START,nan
1.4075357e-08,2.368066e-07,EVENT_PEAK,B2.3
5.886286e-09,1.4941857e-07,EVENT_END,nan
4.241702e-09,1.239937e-07,POST_EVENT,nan
1e-09,3.9178058e-08,EVENT_START,nan
1.6280002e-07,1.5695323e-06,EVENT_PEAK,C1.5
2.740024e-08,6.227253e-07,EVENT_END,nan
1e-09,3.841314e-08,POST_EVENT,nan
4.971617e-09,4.1496232e-08,EVENT_START,nan
9.173414e-09,1.2982707e-07,EVENT_PEAK,B1.2
7.029259e-09,7.920641e-08,EVENT_END,nan
1.1696281e-08,3.8230908e-08,POST_EVENT,nan
1.521416e-08,3.777772e-08,EVENT_START,nan
3.1891574e-08,2.5395e-07,EVENT_PEAK,B2.5
1.7190144e-08,1.13679526e-07,EVENT_END,nan
1.5023037e-08,4.8207166e-08,EVENT_START,nan
2.6334053e-08,2.1025357e-07,EVENT_PEAK,B2.1
1.7259811e-08,9.523128e-08,EVENT_END,nan
1.6473745e-08,4.6956025e-08,POST_EVENT,nan
1.439127e-08,6.3220234e-08,EVENT_START,nan
1.9930917e-08,2.1765729e-07,EVENT_PEAK,B2.1
1.6260245e-08,1.0851812e-07,EVENT_END,nan
1.3051571e-08,7.317953e-08,EVENT_START,nan
1.558619e-08,1.596446e-07,EVENT_PEAK,B1.5
1.464796e-08,1.0256381e-07,EVENT_END,nan
1.2917418e-08,6.876738e-08,POST_EVENT,nan
1.1227325e-08,5.2070842e-08,EVENT_START,nan
1.9105766e-08,1.2288545e-07,EVENT_PEAK,B1.2
1.1605413e-08,6.9852206e-08,EVENT_END,nan
1.2664518e-08,4.475997e-08,POST_EVENT,nan
6.878111e-09,4.440981e-08,EVENT_START,nan
9.443126e-09,1.0693123e-07,EVENT_PEAK,B1.0
9.6359125e-09,7.1391455e-08,EVENT_END,nan
1e-09,4.796074e-08,POST_EVENT,nan
6.0320198e-09,4.9962903e-08,EVENT_START,nan
1.8523563e-07,2.13121e-06,EVENT_PEAK,C2.1
5.8502614e-08,9.15844e-07,EVENT_END,nan
6.1110783e-09,5.497926e-08,POST_EVENT,nan
8.488731e-09,7.077934e-08,EVENT_START,nan
1.1142602e-08,1.340143e-07,EVENT_PEAK,B1.3
8.432215e-09,1.0295916e-07,EVENT_END,nan
9.658076e-09,7.92197e-08,POST_EVENT,nan
6.3905152e-09,1.8051367e-08,EVENT_START,nan
1.5712192e-08,1.10223866e-07,EVENT_PEAK,B1.1
9.07369e-09,3.8950805e-08,EVENT_END,nan
7.81679e-09,1.33018405e-08,POST_EVENT,nan
3.1481517e-09,1.1750808e-08,EVENT_START,nan
1.0001897e-08,1.3040986e-07,EVENT_PEAK,B1.3
5.3337197e-09,5.88478e-08,EVENT_END,nan
2.139872e-09,1.1897495e-08,POST_EVENT,nan
6.113976e-09,4.8298627e-08,EVENT_START,nan
1.2044164e-08,1.6495942e-07,EVENT_PEAK,B1.6
6.934685e-09,1.0470844e-07,EVENT_END,nan
5.8291145e-09,5.4786803e-08,POST_EVENT,nan
1e-09,3.0640642e-08,EVENT_START,nan
1e-09,1.2478677e-07,EVENT_PEAK,B1.2
1e-09,9.644219e-08,EVENT_START,nan
1e-09,1.1548618e-07,EVENT_PEAK,B1.1
1e-09,8.832658e-08,EVENT_END,nan
1e-09,7.537889e-08,POST_EVENT,nan
4.6074067e-08,7.482522e-08,EVENT_START,nan
5.260774e-08,1.2463305e-07,EVENT_PEAK,B1.2
4.771149e-08,9.3979715e-08,EVENT_END,nan
3.9289507e-08,6.8611705e-08,POST_EVENT,nan
4.748143e-08,6.80528e-08,EVENT_START,nan
5.7651853e-08,1.8616558e-07,EVENT_PEAK,B1.8
6.7468534e-08,1.1934243e-07,EVENT_END,nan
5.6135573e-08,7.18602e-08,POST_EVENT,nan
2.2962338e-08,2.9905525e-08,EVENT_START,nan
1.2223686e-08,1.1100395e-07,EVENT_PEAK,B1.1
5.14053e-09,4.215051e-08,EVENT_END,nan
3.0274783e-09,2.7485346e-08,POST_EVENT,nan
5.1698987e-09,4.869853e-08,EVENT_START,nan
1.2510188e-08,1.2389943e-07,EVENT_PEAK,B1.2
5.7412035e-09,6.9470644e-08,EVENT_END,nan
6.016418e-09,4.4645063e-08,POST_EVENT,nan
5.4516027e-09,7.866538e-08,EVENT_START,nan
1.405904e-08,1.55704e-07,EVENT_PEAK,B1.5
5.301142e-09,8.659408e-08,EVENT_END,nan
6.855915e-09,7.850085e-08,EVENT_START,nan
1.2770359e-08,1.8261953e-07,EVENT_PEAK,B1.8
9.643126e-09,1.0782624e-07,EVENT_END,nan
4.0089247e-09,7.426503e-08,POST_EVENT,nan
5.302466e-09,4.8359773e-08,EVENT_START,nan
1.11375185e-08,1.3628032e-07,EVENT_PEAK,B1.3
3.5046643e-09,7.2150705e-08,EVENT_END,nan
4.8861404e-09,9.5433336e-08,EVENT_START,nan
1.0136832e-08,2.1907337e-07,EVENT_PEAK,B2.1
6.70402e-09,1.6255237e-07,EVENT_START,nan
1.1240539e-08,2.7463707e-07,EVENT_PEAK,B2.7
8.681687e-09,2.1013946e-07,EVENT_END,nan
6.7038375e-09,1.621477e-07,POST_EVENT,nan
7.309999e-09,1.504417e-07,EVENT_START,nan
1.7596852e-08,3.231887e-07,EVENT_PEAK,B3.2
1.01258335e-08,2.1177208e-07,EVENT_END,nan
6.4713443e-09,1.4833161e-07,POST_EVENT,nan
4.514765e-09,8.596241e-08,EVENT_START,nan
3.0862058e-08,4.457439e-07,EVENT_PEAK,B4.4
7.930047e-09,2.3366165e-07,EVENT_END,nan
4.945618e-09,8.443818e-08,POST_EVENT,nan
6.714339e-09,9.5432874e-08,EVENT_START,nan
1.4711874e-08,2.2027622e-07,EVENT_PEAK,B2.2
6.2397576e-09,1.2844946e-07,EVENT_END,nan
6.291772e-09,8.989362e-08,POST_EVENT,nan
4.8508495e-09,8.575521e-08,EVENT_START,nan
9.19903e-09,1.17675924e-07,EVENT_PEAK,B1.1
5.753813e-09,8.9498485e-08,EVENT_END,nan
5.2344373e-09,8.4811234e-08,POST_EVENT,nan
4.107199e-09,7.455236e-08,EVENT_START,nan
1.290983e-08,1.7415752e-07,EVENT_PEAK,B1.7
6.121858e-09,8.1683375e-08,EVENT_END,nan
6.121858e-09,8.1683375e-08,EVENT_START,nan
8.431573e-09,1.5430865e-07,EVENT_PEAK,B1.5
3.9247903e-09,8.009476e-08,EVENT_END,nan
6.5955508e-09,7.500946e-08,POST_EVENT,nan
4.405138e-09,6.464259e-08,EVENT_START,nan
8.007113e-09,1.522027e-07,EVENT_PEAK,B1.5
4.917717e-09,1.0334139e-07,EVENT_END,nan
4.9962585e-09,6.873581e-08,POST_EVENT,nan
4.7774544e-09,4.646782e-08,EVENT_START,nan
1e-09,1.1787607e-07,EVENT_PEAK,B1.1
1e-09,8.098523e-08,EVENT_END,nan
1e-09,4.3448022e-08,POST_EVENT,nan
1e-09,3.0259084e-08,EVENT_START,nan
1e-09,1.3842032e-07,EVENT_PEAK,B1.3
1e-09,7.316341e-08,EVENT_END,nan
1e-09,5.452284e-08,EVENT_START,nan
2.3227482e-08,4.67872e-07,EVENT_PEAK,B4.6
3.358914e-09,2.3378091e-07,EVENT_END,nan
1e-09,5.8708054e-08,POST_EVENT,nan
1e-09,4.448248e-08,EVENT_START,nan
1e-09,3.072446e-07,EVENT_PEAK,B3.0
1e-09,1.6164114e-07,EVENT_END,nan
1e-09,4.9274387e-08,POST_EVENT,nan
1e-09,7.776905e-08,EVENT_START,nan
1e-09,2.0987879e-07,EVENT_PEAK,B2.0
1e-09,1.3102735e-07,EVENT_END,nan
1e-09,7.759025e-08,POST_EVENT,nan
2.0416515e-08,8.086137e-08,EVENT_START,nan
4.023316e-08,3.3470178e-07,EVENT_PEAK,B3.3
3.2264538e-08,1.9667655e-07,EVENT_END,nan
3.507181e-08,7.9639136e-08,POST_EVENT,nan
5.45925e-08,1.03338095e-07,EVENT_START,nan
5.003059e-08,1.6294561e-07,EVENT_PEAK,B1.6
3.195077e-08,1.2046691e-07,EVENT_END,nan
3.528368e-08,1.0142997e-07,POST_EVENT,nan
2.8030962e-08,9.717018e-08,EVENT_START,nan
2.6801978e-08,1.3261531e-07,EVENT_PEAK,B1.3
2.1198513e-08,1.2456194e-07,EVENT_START,nan
2.8285594e-08,2.1588241e-07,EVENT_PEAK,B2.1
1.6061513e-08,1.634096e-07,EVENT_END,nan
1.311697e-08,1.2368676e-07,POST_EVENT,nan
6.1484805e-08,6.7445114e-08,EVENT_START,nan
8.222472e-08,1.3543597e-07,EVENT_PEAK,B1.3
5.9525036e-08,1.05602574e-07,EVENT_START,nan
6.764749e-08,1.2327456e-07,EVENT_PEAK,B1.2
6.299135e-08,1.0912511e-07,EVENT_END,nan
5.9433003e-08,1.0557866e-07,POST_EVENT,nan
4.382406e-09,3.6512137e-08,,
3.9711323e-09,1.3545261e-07,,
1e-09,4.960668e-08,,
1e-09,2.576437e-08,,
1e-09,1.4121489e-08,,
1.7249054e-09,1.4934446e-07,,
1e-09,1.6789555e-08,,
1e-09,1.8997241e-07,,
1e-09,6.557459e-08,,
1e-09,2.0398572e-08,,
1e-09,2.4943736e-07,,
1e-09,1.3134134e-07,,
1e-09,6.008501e-08,,
1e-09,2.7125108e-07,,
2.5512275e-09,1.3615616e-07,,
8.3786574e-08,1.0399423e-07,,
9.53583e-08,1.6771075e-07,,
8.141753e-08,1.3669685e-07,,
7.995113e-08,1.3697667e-07,,
5.8072008e-08,2.048759e-07,,
5.4523152e-08,1.5732017e-07,,
6.351505e-08,1.3293948e-07,,
4.300832e-08,9.55285e-08,,
1.0359169e-07,1.5182103e-07,,
5.4243948e-08,9.832421e-08,,
3.718578e-08,8.116984e-08,,
1.5570947e-08,7.179357e-08,,
7.58083e-08,1.1704384e-07,,
1.5872473e-08,5.896781e-08,,
9.946615e-09,5.4460465e-08,,
2.7243557e-08,4.5518757e-08,EVENT_START,nan
1.3822738e-08,1.7790244e-07,EVENT_PEAK,B1.7
4.2865542e-09,6.74081e-08,EVENT_END,nan
4.107897e-09,3.9296435e-08,POST_EVENT,nan
2.214072e-08,5.5013068e-08,EVENT_START,nan
1.6822332e-08,1.0936551e-07,EVENT_PEAK,B1.0
1.4914155e-08,6.356941e-08,EVENT_END,nan
1.1628858e-08,5.5180312e-08,POST_EVENT,nan
8.3903196e-08,1.08970795e-07,EVENT_START,nan
1.3017036e-07,1.592969e-07,EVENT_PEAK,B1.5
9.697198e-08,1.3592735e-07,EVENT_START,nan
1.3867897e-07,1.7604573e-07,EVENT_PEAK,B1.7
1.0942563e-07,1.5304282e-07,EVENT_END,nan
9.3903026e-08,1.3501543e-07,POST_EVENT,nan
3.249071e-08,6.581919e-08,EVENT_START,nan
1.3603672e-08,1.1582922e-07,EVENT_PEAK,B1.1
1.2090858e-08,8.812147e-08,EVENT_END,nan
8.475057e-09,6.728223e-08,POST_EVENT,nan
3.5553185e-08,8.119377e-08,EVENT_START,nan
6.270228e-08,1.15459606e-07,EVENT_PEAK,B1.1
4.1429317e-08,9.2880484e-08,EVENT_END,nan
4.66149e-08,8.0406814e-08,POST_EVENT,nan
4.66149e-08,8.0406814e-08,EVENT_START,nan
5.4991876e-08,1.9461747e-07,EVENT_PEAK,B1.9
5.998314e-08,1.2830259e-07,EVENT_END,nan
5.97958e-08,8.531381e-08,POST_EVENT,nan
2.7949909e-08,4.8376727e-08,EVENT_START,nan
2.2065208e-08,1.4902155e-07,EVENT_PEAK,B1.4
2.377733e-08,8.635964e-08,EVENT_END,nan
2.9120065e-08,4.7106933e-08,POST_EVENT,nan
7.9793544e-08,7.582068e-08,EVENT_START,nan
9.393642e-08,1.5093833e-07,EVENT_PEAK,B1.5
7.5331684e-08,1.1275995e-07,EVENT_END,nan
5.813266e-08,7.475511e-08,POST_EVENT,nan
2.35744e-09,3.8667014e-08,EVENT_START,nan
8.172846e-09,1.520006e-07,EVENT_PEAK,B1.5
5.8553513e-09,8.214376e-08,EVENT_END,nan
2.2180133e-09,3.3689386e-08,POST_EVENT,nan
5.4338334e-09,5.8126762e-08,EVENT_START,nan
6.526692e-09,1.0295351e-07,EVENT_PEAK,B1.0
7.176517e-09,7.834414e-08,EVENT_END,nan
5.3132476e-09,6.291123e-08,POST_EVENT,nan
4.428105e-09,5.19113e-08,EVENT_START,nan
6.957231e-09,1.0975059e-07,EVENT_PEAK,B1.0
7.461808e-09,9.556773e-08,EVENT_START,nan
1.02127276e-08,1.4858279e-07,EVENT_PEAK,B1.4
6.5367116e-09,1.1109137e-07,EVENT_END,nan
5.5212293e-09,9.5028284e-08,POST_EVENT,nan
5.0099302e-09,5.8952384e-08,EVENT_START,nan
9.134848e-09,1.15863834e-07,EVENT_PEAK,B1.1
4.946523e-09,7.407543e-08,EVENT_END,nan
5.8486505e-09,6.283358e-08,EVENT_START,nan
1.1809058e-08,1.6242504e-07,EVENT_PEAK,B1.6
7.8668645e-09,1.0283347e-07,EVENT_END,nan
3.8783687e-09,6.045733e-08,POST_EVENT,nan
3.8783687e-09,6.045733e-08,EVENT_START,nan
8.478709e-09,1.2272984e-07,EVENT_PEAK,B1.2
7.1235404e-09,9.027222e-08,EVENT_END,nan
3.872871e-09,6.2697275e-08,EVENT_START,nan
1.3134989e-08,1.8603349e-07,EVENT_PEAK,B1.8
6.8887176e-09,1.104392e-07,EVENT_END,nan
5.239427e-09,8.86909e-08,EVENT_START,nan
1.0838696e-08,1.7379581e-07,EVENT_PEAK,B1.7
8.080629e-09,1.13504576e-07,EVENT_END,nan
4.3171933e-09,8.244043e-08,POST_EVENT,nan
3.8306043e-09,4.2475143e-08,EVENT_START,nan
9.345297e-09,1.2094378e-07,EVENT_PEAK,B1.2
2.1727424e-09,7.617611e-08,EVENT_END,nan
2.5750269e-09,4.989264e-08,POST_EVENT,nan
4.1545953e-09,3.5189434e-08,EVENT_START,nan
9.438137e-09,1.5542122e-07,EVENT_PEAK,B1.5
2.5645277e-09,7.437035e-08,EVENT_END,nan
2.5313758e-09,2.9773119e-08,POST_EVENT,nan
6.72253e-09,4.372572e-08,EVENT_START,nan
1.4707565e-08,1.5795672e-07,EVENT_PEAK,B1.5
6.9083064e-09,7.7065465e-08,EVENT_END,nan
6.3509495e-09,9.516926e-08,EVENT_START,nan
1.302025e-07,1.570904e-06,EVENT_PEAK,C1.5
2.6899228e-08,5.446385e-07,EVENT_END,nan
6.4979133e-09,9.273799e-08,POST_EVENT,nan
5.9685963e-09,1.0885126e-07,EVENT_START,nan
3.7663736e-07,3.5707717e-06,EVENT_PEAK,C3.5
5.769667e-08,1.1320686e-06,EVENT_END,nan
6.943294e-09,1.09741734e-07,POST_EVENT,nan
4.9652398e-09,5.30058e-08,EVENT_START,nan
1.3182408e-08,1.6726419e-07,EVENT_PEAK,B1.6
6.071696e-09,1.0522902e-07,EVENT_END,nan
6.717309e-09,7.066039e-08,EVENT_START,nan
4.565672e-08,3.869803e-07,EVENT_PEAK,B3.8
8.07216e-09,1.3488753e-07,EVENT_END,nan
5.794741e-09,7.0588e-08,POST_EVENT,nan
6.068885e-09,4.2729507e-08,EVENT_START,nan
1.25488e-08,1.4543072e-07,EVENT_PEAK,B1.4
8.816704e-09,8.2576676e-08,EVENT_END,nan
6.5606742e-09,3.6379628e-08,POST_EVENT,nan
6.026371e-09,7.0317014e-08,EVENT_START,nan
1.6330974e-08,1.8835954e-07,EVENT_PEAK,B1.8
9.858651e-09,8.4124224e-08,EVENT_END,nan
6.768035e-09,6.750873e-08,POST_EVENT,nan
5.920452e-09,5.3158754e-08,EVENT_START,nan
1.0018862e-08,1.1058687e-07,EVENT_PEAK,B1.1
7.1708e-09,7.459776e-08,EVENT_END,nan
7.411331e-09,5.1595414e-08,POST_EVENT,nan
5.074023e-09,6.1536554e-08,EVENT_START,nan
9.31015e-09,1.1178437e-07,EVENT_PEAK,B1.1
8.961315e-09,7.901683e-08,EVENT_END,nan
5.6338787e-09,5.8668522e-08,POST_EVENT,nan
9.136869e-09,5.3418777e-08,EVENT_START,nan
3.1378832e-08,4.1387577e-07,EVENT_PEAK,B4.1
1.1130543e-08,1.8310608e-07,EVENT_END,nan
7.7810585e-09,5.3849064e-08,POST_EVENT,nan
8.043296e-09,5.779196e-08,EVENT_START,nan
1.6534226e-08,1.8213103e-07,EVENT_PEAK,B1.8
9.13849e-09,1.1199873e-07,EVENT_END,nan
8.20085e-09,9.265355e-08,EVENT_START,nan
1.0237308e-08,1.3492587e-07,EVENT_PEAK,B1.3
9.965434e-09,1.09017435e-07,EVENT_END,nan
7.3968285e-09,9.021584e-08,POST_EVENT,nan
8.260484e-09,6.450347e-08,EVENT_START,nan
1.1055758e-08,1.0807045e-07,EVENT_PEAK,B1.0
9.331348e-09,8.149647e-08,EVENT_END,nan
8.273878e-09,6.7513426e-08,POST_EVENT,nan
7.052271e-09,4.8836664e-08,EVENT_START,nan
1.1880053e-08,1.0272176e-07,EVENT_PEAK,B1.0
7.872859e-09,6.847766e-08,EVENT_END,nan
5.787549e-09,4.8318956e-08,POST_EVENT,nan
5.7041687e-09,4.5264574e-08,EVENT_START,nan
1.502057e-08,1.6016845e-07,EVENT_PEAK,B1.6
1.0822659e-08,1.0433566e-07,EVENT_START,nan
2.4587026e-08,2.9723972e-07,EVENT_PEAK,B2.9
1.0632788e-08,1.6271206e-07,EVENT_END,nan
7.0590986e-09,1.0183366e-07,POST_EVENT,nan
7.280291e-09,4.7653813e-08,EVENT_START,nan
1.0223474e-08,1.11843796e-07,EVENT_PEAK,B1.1
6.483443e-09,6.4763604e-08,EVENT_END,nan
8.11084e-09,4.6930868e-08,EVENT_START,nan
